Time,ServiceID,PredictedCarbon,Action
0,S1,306.82691040098604,EXECUTE
0,S2,305.49670415279536,EXECUTE
5,S1,420.4822313811643,EXECUTE
5,S2,419.5330024234086,EXECUTE
10,S1,441.36108257768944,EXECUTE
10,S2,448.49578196401757,EXECUTE
15,S1,317.2314886113192,EXECUTE
15,S2,314.4404432922311,EXECUTE
20,S1,185.38923297808537,EXECUTE
20,S2,194.96667906751185,EXECUTE
25,S1,168.74119228659075,EXECUTE
25,S2,154.25608803322783,EXECUTE
